FIPS,State,Area name,Population 2020,Population 2021
36023,NY,Cortland County,"46,809","46,311"
36025,NY,Delaware County,"44,308","44,378"
36027,NY,Dutchess County,"295,911","297,112"
36029,NY,Erie County,"954,236","950,683"
36031,NY,Essex County,"37,381","37,268"
36033,NY,Franklin County,"47,555","47,456"
36035,NY,Fulton County,"53,324","53,116"
36037,NY,Genesee County,"58,388","57,853"
36039,NY,Greene County,"47,931","48,499"
36041,NY,Hamilton County,"5,107","5,119"
36043,NY,Herkimer County,"60,139","59,937"
36045,NY,Jefferson County,"116,721","116,295"
36047,NY,Kings County,"2,736,074","2,641,052"
36049,NY,Lewis County,"26,582","26,573"
36051,NY,Livingston County,"61,834","61,578"
36053,NY,Madison County,"68,016","67,658"
36055,NY,Monroe County,"759,443","755,160"
36057,NY,Montgomery County,"49,532","49,558"
36059,NY,Nassau County,"1,395,774","1,390,907"
36061,NY,New York County,"1,694,251","1,576,876"
36063,NY,Niagara County,"212,666","211,653"
36065,NY,Oneida County,"232,125","230,274"
36067,NY,Onondaga County,"476,516","473,236"
36069,NY,Ontario County,"112,458","112,508"
36071,NY,Orange County,"401,310","404,525"
36073,NY,Orleans County,"40,343","40,191"
36075,NY,Oswego County,"117,525","117,387"
36077,NY,Otsego County,"58,524","58,123"
36079,NY,Putnam County,"97,668","97,936"
36081,NY,Queens County,"2,405,464","2,331,143"
36083,NY,Rensselaer County,"161,130","160,232"
36085,NY,Richmond County,"495,747","493,494"
36087,NY,Rockland County,"338,329","339,227"
36089,NY,St. Lawrence County,"108,505","108,051"
36091,NY,Saratoga County,"235,509","237,359"
36093,NY,Schenectady County,"158,061","158,089"
36095,NY,Schoharie County,"29,714","29,863"
36097,NY,Schuyler County,"17,898","17,752"
36099,NY,Seneca County,"33,814","33,688"
36101,NY,Steuben County,"93,584","92,948"
36103,NY,Suffolk County,"1,525,920","1,526,344"
36105,NY,Sullivan County,"78,624","79,806"
36107,NY,Tioga County,"48,455","47,980"
36109,NY,Tompkins County,"105,740","105,162"
36111,NY,Ulster County,"181,851","182,951"
36113,NY,Warren County,"65,737","65,618"
36115,NY,Washington County,"61,302","60,956"
36117,NY,Wayne County,"91,283","90,923"
36119,NY,Westchester County,"1,004,457","997,895"
36121,NY,Wyoming County,"40,531","40,491"
36123,NY,Yates County,"24,774","24,613"
37000,NC,North Carolina,"10,439,388","10,551,162"
37001,NC,Alamance County,"171,415","173,877"
37003,NC,Alexander County,"36,444","36,644"
37005,NC,Alleghany County,"10,888","11,049"
37007,NC,Anson County,"22,055","22,060"
37009,NC,Ashe County,"26,577","26,711"
37011,NC,Avery County,"17,806","17,864"
37013,NC,Beaufort County,"44,652","44,468"
37015,NC,Bertie County,"17,934","17,505"
37017,NC,Bladen County,"29,606","29,525"
37019,NC,Brunswick County,"136,693","144,215"
37021,NC,Buncombe County,"269,452","271,534"
37023,NC,Burke County,"87,570","87,611"
37025,NC,Cabarrus County,"225,804","231,278"
37027,NC,Caldwell County,"80,652","80,463"
37029,NC,Camden County,"10,355","10,835"
37031,NC,Carteret County,"67,686","68,541"
37033,NC,Caswell County,"22,736","22,714"
37035,NC,Catawba County,"160,610","161,723"
37037,NC,Chatham County,"76,285","77,889"
37039,NC,Cherokee County,"28,774","29,167"
37041,NC,Chowan County,"13,708","13,722"
37043,NC,Clay County,"11,089","11,309"
37045,NC,Cleveland County,"99,519","100,359"
37047,NC,Columbus County,"50,623","50,092"
37049,NC,Craven County,"100,720","100,674"
37051,NC,Cumberland County,"334,728","335,508"
37053,NC,Currituck County,"28,100","29,653"
37055,NC,Dare County,"36,915","37,826"
37057,NC,Davidson County,"168,930","170,637"
37059,NC,Davie County,"42,712","43,533"
37061,NC,Duplin County,"48,715","48,515"
37063,NC,Durham County,"324,833","326,126"
37065,NC,Edgecombe County,"48,900","48,359"
37067,NC,Forsyth County,"382,590","385,523"
37069,NC,Franklin County,"68,573","71,703"
37071,NC,Gaston County,"227,943","230,856"
37073,NC,Gates County,"10,478","10,366"
37075,NC,Graham County,"8,030","8,043"
37077,NC,Granville County,"60,992","61,986"
37079,NC,Greene County,"20,451","20,417"
37081,NC,Guilford County,"541,299","542,410"
37083,NC,Halifax County,"48,622","48,272"
37085,NC,Harnett County,"133,568","135,966"
37087,NC,Haywood County,"62,089","62,476"
37089,NC,Henderson County,"116,281","116,829"
37091,NC,Hertford County,"21,552","21,278"
37093,NC,Hoke County,"52,082","53,114"
37095,NC,Hyde County,"4,589","4,508"
37097,NC,Iredell County,"186,693","191,968"
37099,NC,Jackson County,"43,109","43,410"
37101,NC,Johnston County,"215,999","226,504"
37103,NC,Jones County,"9,172","9,255"
37105,NC,Lee County,"63,285","64,138"
37107,NC,Lenoir County,"55,122","54,706"
37109,NC,Lincoln County,"86,810","89,670"
37111,NC,McDowell County,"44,578","44,717"
37113,NC,Macon County,"37,014","37,564"
37115,NC,Madison County,"21,193","21,502"
37117,NC,Martin County,"22,031","21,754"
37119,NC,Mecklenburg County,"1,115,482","1,122,276"
37121,NC,Mitchell County,"14,903","14,963"
37123,NC,Montgomery County,"25,751","25,798"
37125,NC,Moore County,"99,727","102,763"
37127,NC,Nash County,"94,970","95,176"
37129,NC,New Hanover County,"225,702","229,018"
37131,NC,Northampton County,"17,471","17,129"
37133,NC,Onslow County,"204,576","206,160"
37135,NC,Orange County,"148,696","148,884"
37137,NC,Pamlico County,"12,276","12,344"
37139,NC,Pasquotank County,"40,568","40,821"
37141,NC,Pender County,"60,203","62,815"
37143,NC,Perquimans County,"13,005","13,130"
37145,NC,Person County,"39,097","39,127"
37147,NC,Pitt County,"170,243","172,169"
37149,NC,Polk County,"19,328","19,656"
37151,NC,Randolph County,"144,171","145,172"
37153,NC,Richmond County,"42,946","42,724"
37155,NC,Robeson County,"116,530","116,328"
37157,NC,Rockingham County,"91,096","91,266"
37159,NC,Rowan County,"146,875","148,150"
37161,NC,Rutherford County,"64,444","64,586"
37163,NC,Sampson County,"59,036","58,990"
37165,NC,Scotland County,"34,174","34,227"
37167,NC,Stanly County,"62,504","63,425"
37169,NC,Stokes County,"44,520","44,553"
37171,NC,Surry County,"71,359","71,152"
37173,NC,Swain County,"14,117","14,136"
37175,NC,Transylvania County,"32,986","33,165"
37177,NC,Tyrrell County,"3,245","3,254"
37179,NC,Union County,"238,267","243,648"
37181,NC,Vance County,"42,578","42,185"
37183,NC,Wake County,"1,129,410","1,150,204"
37185,NC,Warren County,"18,642","18,762"
37187,NC,Washington County,"11,003","10,892"
37189,NC,Watauga County,"54,086","54,234"
37191,NC,Wayne County,"117,333","116,835"
37193,NC,Wilkes County,"65,969","65,806"
37195,NC,Wilson County,"78,784","78,369"
37197,NC,Yadkin County,"37,214","37,192"
37199,NC,Yancey County,"18,470","18,757"
38000,ND,North Dakota,"779,094","774,948"
38001,ND,Adams County,"2,200","2,167"
38003,ND,Barnes County,"10,853","10,806"
38005,ND,Benson County,"5,964","5,809"
38007,ND,Billings County,945,955
38009,ND,Bottineau County,"6,379","6,390"
38011,ND,Bowman County,"2,993","2,903"
38013,ND,Burke County,"2,201","2,158"
38015,ND,Burleigh County,"98,458","98,933"
38017,ND,Cass County,"184,525","186,562"
38019,ND,Cavalier County,"3,704","3,662"
38021,ND,Dickey County,"4,999","4,897"
38023,ND,Divide County,"2,195","2,188"
38025,ND,Dunn County,"4,095","4,035"
38027,ND,Eddy County,"2,347","2,337"
38029,ND,Emmons County,"3,301","3,271"
38031,ND,Foster County,"3,397","3,364"
38033,ND,Golden Valley County,"1,736","1,770"
38035,ND,Grand Forks County,"73,170","72,705"
38037,ND,Grant County,"2,301","2,323"
38039,ND,Griggs County,"2,306","2,281"
38041,ND,Hettinger County,"2,489","2,430"
38043,ND,Kidder County,"2,394","2,369"
38045,ND,LaMoure County,"4,093","4,066"
38047,ND,Logan County,"1,876","1,883"
38049,ND,McHenry County,"5,345","5,249"
38051,ND,McIntosh County,"2,530","2,513"
38053,ND,McKenzie County,"14,704","13,819"
38055,ND,McLean County,"9,771","9,796"
38057,ND,Mercer County,"8,350","8,323"
38059,ND,Morton County,"33,291","33,611"
38061,ND,Mountrail County,"9,809","9,576"
38063,ND,Nelson County,"3,015","3,054"
38065,ND,Oliver County,"1,877","1,873"
38067,ND,Pembina County,"6,844","6,767"
38069,ND,Pierce County,"3,990","3,953"
38071,ND,Ramsey County,"11,605","11,572"
38073,ND,Ransom County,"5,703","5,675"
38075,ND,Renville County,"2,282","2,266"
38077,ND,Richland County,"16,529","16,560"
38079,ND,Rolette County,"12,187","12,048"
38081,ND,Sargent County,"3,862","3,829"
38083,ND,Sheridan County,"1,265","1,268"
38085,ND,Sioux County,"3,898","3,738"
38087,ND,Slope County,706,690
38089,ND,Stark County,"33,646","33,046"
38091,ND,Steele County,"1,798","1,810"
38093,ND,Stutsman County,"21,593","21,576"
38095,ND,Towner County,"2,162","2,140"
38097,ND,Traill County,"7,997","8,003"
38099,ND,Walsh County,"10,563","10,469"
38101,ND,Ward County,"69,919","69,071"
38103,ND,Wells County,"3,982","3,905"
38105,ND,Williams County,"40,950","38,484"
39000,OH,Ohio,"11,799,448","11,780,017"
39001,OH,Adams County,"27,477","27,542"
39003,OH,Allen County,"102,206","101,670"
39005,OH,Ashland County,"52,447","52,316"
39007,OH,Ashtabula County,"97,574","97,337"
39009,OH,Athens County,"62,431","62,056"
39011,OH,Auglaize County,"46,422","46,141"
39013,OH,Belmont County,"66,497","65,849"
39015,OH,Brown County,"43,676","43,662"
39017,OH,Butler County,"390,357","390,234"
39019,OH,Carroll County,"26,721","26,691"
39021,OH,Champaign County,"38,714","38,699"
39023,OH,Clark County,"136,001","135,633"
39025,OH,Clermont County,"208,601","209,642"
39027,OH,Clinton County,"42,018","42,004"
39029,OH,Columbiana County,"101,877","101,310"
39031,OH,Coshocton County,"36,612","36,618"
39033,OH,Crawford County,"42,025","41,754"
39035,OH,Cuyahoga County,"1,264,817","1,249,387"
39037,OH,Darke County,"51,881","51,597"
39039,OH,Defiance County,"38,286","38,144"
39041,OH,Delaware County,"214,124","220,740"
39043,OH,Erie County,"75,622","74,852"
39045,OH,Fairfield County,"158,921","161,064"
39047,OH,Fayette County,"28,951","28,906"
39049,OH,Franklin County,"1,323,807","1,321,414"
39051,OH,Fulton County,"42,713","42,450"
39053,OH,Gallia County,"29,220","29,158"
39055,OH,Geauga County,"95,397","95,565"
39057,OH,Greene County,"167,966","168,412"
39059,OH,Guernsey County,"38,438","38,287"
39061,OH,Hamilton County,"830,639","826,139"
39063,OH,Hancock County,"74,920","74,656"
39065,OH,Hardin County,"30,696","30,621"
39067,OH,Harrison County,"14,483","14,477"
39069,OH,Henry County,"27,662","27,538"
39071,OH,Highland County,"43,317","43,354"
39073,OH,Hocking County,"28,050","28,097"
39075,OH,Holmes County,"44,223","44,271"
39077,OH,Huron County,"58,565","58,367"
39079,OH,Jackson County,"32,653","32,511"
39081,OH,Jefferson County,"65,249","64,789"
39083,OH,Knox County,"62,721","62,897"
39085,OH,Lake County,"232,603","232,023"
39087,OH,Lawrence County,"58,240","57,445"
39089,OH,Licking County,"178,519","180,401"
39091,OH,Logan County,"46,150","46,035"
39093,OH,Lorain County,"312,964","315,595"
39095,OH,Lucas County,"431,279","429,191"
39097,OH,Madison County,"43,824","44,386"
39099,OH,Mahoning County,"228,614","226,762"
39101,OH,Marion County,"65,359","65,291"
39103,OH,Medina County,"182,470","183,092"
39105,OH,Meigs County,"22,210","22,049"
39107,OH,Mercer County,"42,528","42,309"
39109,OH,Miami County,"108,774","109,264"
39111,OH,Monroe County,"13,385","13,329"
39113,OH,Montgomery County,"537,309","535,840"
39115,OH,Morgan County,"13,802","13,682"
39117,OH,Morrow County,"34,950","35,151"
39119,OH,Muskingum County,"86,410","86,408"
39121,OH,Noble County,"14,115","14,176"
39123,OH,Ottawa County,"40,364","40,104"
39125,OH,Paulding County,"18,806","18,871"
39127,OH,Perry County,"35,408","35,460"
39129,OH,Pickaway County,"58,539","59,333"
39131,OH,Pike County,"27,088","27,089"
39133,OH,Portage County,"161,791","162,382"
39135,OH,Preble County,"40,999","40,867"
39137,OH,Putnam County,"34,451","34,318"
39139,OH,Richland County,"124,936","125,195"
39141,OH,Ross County,"77,093","76,891"
39143,OH,Sandusky County,"58,896","58,715"
39145,OH,Scioto County,"74,008","73,346"
39147,OH,Seneca County,"55,069","54,906"
39149,OH,Shelby County,"48,230","47,977"
39151,OH,Stark County,"374,853","373,834"
39153,OH,Summit County,"540,428","537,633"
39155,OH,Trumbull County,"201,977","201,335"
39157,OH,Tuscarawas County,"93,263","92,500"
39159,OH,Union County,"62,784","64,971"
39161,OH,Van Wert County,"28,931","28,732"
39163,OH,Vinton County,"12,800","12,696"
39165,OH,Warren County,"242,337","246,553"
39167,OH,Washington County,"59,771","59,423"
39169,OH,Wayne County,"116,894","116,710"
39171,OH,Williams County,"37,102","36,716"
39173,OH,Wood County,"132,248","132,472"
39175,OH,Wyandot County,"21,900","21,708"
40000,OK,Oklahoma,"3,959,353","3,986,639"
40001,OK,Adair County,"19,495","19,414"
40003,OK,Alfalfa County,"5,699","5,710"
40005,OK,Atoka County,"14,143","14,324"
40007,OK,Beaver County,"5,049","4,980"
40009,OK,Beckham County,"22,410","22,046"
40011,OK,Blaine County,"8,735","8,562"
40013,OK,Bryan County,"46,067","47,105"
40015,OK,Caddo County,"26,945","26,368"
40017,OK,Canadian County,"154,405","161,737"
40019,OK,Carter County,"48,003","48,291"
40021,OK,Cherokee County,"47,078","47,627"
40023,OK,Choctaw County,"14,204","14,307"
40025,OK,Cimarron County,"2,296","2,248"
40027,OK,Cleveland County,"295,528","297,597"
40029,OK,Coal County,"5,266","5,276"
40031,OK,Comanche County,"121,125","122,063"
40033,OK,Cotton County,"5,527","5,480"
40035,OK,Craig County,"14,107","14,115"
40037,OK,Creek County,"71,754","72,029"
40039,OK,Custer County,"28,513","28,163"
40041,OK,Delaware County,"40,397","41,000"
40043,OK,Dewey County,"4,484","4,417"
40045,OK,Ellis County,"3,749","3,762"
40047,OK,Garfield County,"62,846","61,926"
40049,OK,Garvin County,"25,656","25,804"
40051,OK,Grady County,"54,795","55,508"
40053,OK,Grant County,"4,169","4,131"
40055,OK,Greer County,"5,491","5,487"
40057,OK,Harmon County,"2,488","2,418"
40059,OK,Harper County,"3,272","3,180"
40061,OK,Haskell County,"11,561","11,602"
40063,OK,Hughes County,"13,367","13,405"
40065,OK,Jackson County,"24,785","24,777"
40067,OK,Jefferson County,"5,337","5,438"
40069,OK,Johnston County,"10,272","10,301"
40071,OK,Kay County,"43,700","43,732"
40073,OK,Kingfisher County,"15,184","15,204"
40075,OK,Kiowa County,"8,509","8,410"
40077,OK,Latimer County,"9,444","9,427"
40079,OK,Le Flore County,"48,129","48,476"
40081,OK,Lincoln County,"33,458","33,829"
40083,OK,Logan County,"49,555","50,885"
40085,OK,Love County,"10,146","10,216"
40087,OK,McClain County,"41,662","43,516"
40089,OK,McCurtain County,"30,814","30,884"
40091,OK,McIntosh County,"18,941","19,245"
40093,OK,Major County,"7,782","7,668"
40095,OK,Marshall County,"15,312","15,594"
40097,OK,Mayes County,"39,046","39,159"
40099,OK,Murray County,"13,904","13,718"
40101,OK,Muskogee County,"66,339","66,146"
40103,OK,Noble County,"10,924","10,933"
40105,OK,Nowata County,"9,320","9,303"
40107,OK,Okfuskee County,"11,310","11,197"
40109,OK,Oklahoma County,"796,292","798,575"
40111,OK,Okmulgee County,"36,706","36,843"
40113,OK,Osage County,"45,818","45,772"
40115,OK,Ottawa County,"30,285","30,340"
40117,OK,Pawnee County,"15,553","15,741"
40119,OK,Payne County,"81,646","81,989"
40121,OK,Pittsburg County,"43,773","43,633"
40123,OK,Pontotoc County,"38,065","38,163"
40125,OK,Pottawatomie County,"72,454","73,019"
40127,OK,Pushmataha County,"10,812","10,815"
40129,OK,Roger Mills County,"3,442","3,386"
40131,OK,Rogers County,"95,240","96,695"
40133,OK,Seminole County,"23,556","23,567"
40135,OK,Sequoyah County,"39,281","39,508"
40137,OK,Stephens County,"42,848","43,129"
40139,OK,Texas County,"21,384","20,865"
40141,OK,Tillman County,"6,968","7,076"
40143,OK,Tulsa County,"669,279","672,858"
40145,OK,Wagoner County,"80,981","84,050"
40147,OK,Washington County,"52,455","52,772"
40149,OK,Washita County,"10,924","10,915"
40151,OK,Woods County,"8,624","8,583"
40153,OK,Woodward County,"20,470","20,205"
41000,OR,Oregon,"4,237,256","4,246,155"
41001,OR,Baker County,"16,668","16,847"
41003,OR,Benton County,"95,184","96,017"
41005,OR,Clackamas County,"421,401","422,537"
41007,OR,Clatsop County,"41,072","41,810"
41009,OR,Columbia County,"52,589","53,074"
41011,OR,Coos County,"64,929","64,999"
41013,OR,Crook County,"24,738","25,739"
41015,OR,Curry County,"23,446","23,683"
41017,OR,Deschutes County,"198,253","204,801"
41019,OR,Douglas County,"111,201","111,978"
41021,OR,Gilliam County,"1,995","2,005"
41023,OR,Grant County,"7,233","7,272"
41025,OR,Harney County,"7,495","7,575"
41027,OR,Hood River County,"23,977","24,057"
41029,OR,Jackson County,"223,259","223,734"
41031,OR,Jefferson County,"24,502","25,068"
41033,OR,Josephine County,"88,090","88,346"
41035,OR,Klamath County,"69,413","70,164"
41037,OR,Lake County,"8,160","8,276"
41039,OR,Lane County,"382,971","383,189"
41041,OR,Lincoln County,"50,395","50,862"
41043,OR,Linn County,"128,610","129,839"
41045,OR,Malheur County,"31,571","31,693"
41047,OR,Marion County,"345,920","347,119"
41049,OR,Morrow County,"12,186","12,303"
41051,OR,Multnomah County,"815,428","803,377"
41053,OR,Polk County,"87,433","89,164"
41055,OR,Sherman County,"1,870","1,907"
41057,OR,Tillamook County,"27,390","27,748"
41059,OR,Umatilla County,"80,075","79,988"
41061,OR,Union County,"26,196","26,212"
41063,OR,Wallowa County,"7,391","7,545"
41065,OR,Wasco County,"26,670","26,726"
41067,OR,Washington County,"600,372","600,811"
41069,OR,Wheeler County,"1,451","1,451"
41071,OR,Yamhill County,"107,722","108,239"
42000,PA,Pennsylvania,"13,002,700","12,964,056"
42001,PA,Adams County,"103,852","104,127"
42003,PA,Allegheny County,"1,250,578","1,238,090"
42005,PA,Armstrong County,"65,558","65,093"
42007,PA,Beaver County,"168,215","166,624"
42009,PA,Bedford County,"47,577","47,461"
42011,PA,Berks County,"428,849","429,342"
42013,PA,Blair County,"122,822","121,767"
42015,PA,Bradford County,"59,967","59,892"
42017,PA,Bucks County,"646,538","646,098"
42019,PA,Butler County,"193,763","194,273"
42021,PA,Cambria County,"133,472","132,167"
42023,PA,Cameron County,"4,547","4,459"
42025,PA,Carbon County,"64,749","65,412"
42027,PA,Centre County,"158,172","157,527"
42029,PA,Chester County,"534,413","538,649"
42031,PA,Clarion County,"37,241","37,156"
42033,PA,Clearfield County,"80,562","80,082"
42035,PA,Clinton County,"37,450","37,465"
42037,PA,Columbia County,"64,727","64,872"
42039,PA,Crawford County,"83,938","83,351"
42041,PA,Cumberland County,"259,469","262,919"
42043,PA,Dauphin County,"286,401","287,400"
42045,PA,Delaware County,"576,830","573,849"
42047,PA,Elk County,"30,990","30,783"
42049,PA,Erie County,"270,876","269,011"
42051,PA,Fayette County,"128,804","126,931"
42053,PA,Forest County,"6,973","7,032"
42055,PA,Franklin County,"155,932","156,289"
42057,PA,Fulton County,"14,556","14,523"
42059,PA,Greene County,"35,954","35,369"
42061,PA,Huntingdon County,"44,092","43,889"
42063,PA,Indiana County,"83,246","82,886"
42065,PA,Jefferson County,"44,492","44,114"
42067,PA,Juniata County,"23,509","23,297"
42069,PA,Lackawanna County,"215,896","215,663"
42071,PA,Lancaster County,"552,984","553,652"
42073,PA,Lawrence County,"86,070","85,497"
42075,PA,Lebanon County,"143,257","143,493"
42077,PA,Lehigh County,"374,557","375,539"
42079,PA,Luzerne County,"325,594","326,053"
42081,PA,Lycoming County,"114,188","113,605"
42083,PA,McKean County,"40,432","39,941"
42085,PA,Mercer County,"110,652","109,972"
42087,PA,Mifflin County,"46,143","46,136"
42089,PA,Monroe County,"168,327","169,273"
42091,PA,Montgomery County,"856,553","860,578"
42093,PA,Montour County,"18,136","18,087"
42095,PA,Northampton County,"312,951","313,628"
42097,PA,Northumberland County,"91,647","91,266"
42099,PA,Perry County,"45,842","45,986"
42101,PA,Philadelphia County,"1,603,797","1,576,251"
42103,PA,Pike County,"58,535","59,952"
42105,PA,Potter County,"16,396","16,259"
42107,PA,Schuylkill County,"143,049","143,264"
42109,PA,Snyder County,"39,736","39,621"
42111,PA,Somerset County,"74,129","73,627"
42113,PA,Sullivan County,"5,840","5,868"
42115,PA,Susquehanna County,"38,434","38,389"
42117,PA,Tioga County,"41,045","40,929"
42119,PA,Union County,"42,681","42,568"
42121,PA,Venango County,"50,454","49,938"
42123,PA,Warren County,"38,587","38,134"
42125,PA,Washington County,"209,349","209,470"
42127,PA,Wayne County,"51,155","51,431"
42129,PA,Westmoreland County,"354,663","353,057"
42131,PA,Wyoming County,"26,069","26,034"
42133,PA,York County,"456,438","458,696"
44000,RI,Rhode Island,"1,097,379","1,095,610"
44001,RI,Bristol County,"50,793","50,818"
44003,RI,Kent County,"170,363","170,715"
44005,RI,Newport County,"85,643","85,264"
44007,RI,Providence County,"660,741","658,221"
44009,RI,Washington County,"129,839","130,592"
45000,SC,South Carolina,"5,118,425","5,190,705"
45001,SC,Abbeville County,"24,295","24,299"
45003,SC,Aiken County,"168,808","170,776"
45005,SC,Allendale County,"8,039","7,858"
45007,SC,Anderson County,"203,718","206,908"
45009,SC,Bamberg County,"13,311","13,189"
45011,SC,Barnwell County,"20,589","20,580"
45013,SC,Beaufort County,"187,117","191,748"
45015,SC,Berkeley County,"229,861","236,701"
45017,SC,Calhoun County,"14,119","14,165"
45019,SC,Charleston County,"408,235","413,024"
45021,SC,Cherokee County,"56,216","56,052"
45023,SC,Chester County,"32,294","32,209"
45025,SC,Chesterfield County,"43,273","43,268"
45027,SC,Clarendon County,"31,144","31,024"
45029,SC,Colleton County,"38,604","38,462"
45031,SC,Darlington County,"62,905","62,755"
45033,SC,Dillon County,"28,292","28,087"
45035,SC,Dorchester County,"161,540","163,327"
45037,SC,Edgefield County,"25,657","26,153"
45039,SC,Fairfield County,"20,948","20,690"
45041,SC,Florence County,"137,059","136,504"
45043,SC,Georgetown County,"63,404","63,921"
45045,SC,Greenville County,"525,534","533,834"
45047,SC,Greenwood County,"69,351","69,241"
45049,SC,Hampton County,"18,561","18,180"
45051,SC,Horry County,"351,029","365,579"
45053,SC,Jasper County,"28,791","30,324"
45055,SC,Kershaw County,"65,403","66,130"
45057,SC,Lancaster County,"96,016","100,336"
45059,SC,Laurens County,"67,539","67,803"
45061,SC,Lee County,"16,531","16,280"
45063,SC,Lexington County,"293,991","300,137"
45065,SC,McCormick County,"9,526","9,760"
45067,SC,Marion County,"29,183","28,784"
45069,SC,Marlboro County,"26,667","26,382"
45071,SC,Newberry County,"37,719","37,996"
45073,SC,Oconee County,"78,607","79,203"
45075,SC,Orangeburg County,"84,223","82,962"
45077,SC,Pickens County,"131,404","132,229"
45079,SC,Richland County,"416,147","418,307"
45081,SC,Saluda County,"18,862","18,821"
45083,SC,Spartanburg County,"327,997","335,864"
45085,SC,Sumter County,"105,556","104,758"
45087,SC,Union County,"27,244","27,016"
45089,SC,Williamsburg County,"31,026","30,484"
45091,SC,York County,"282,090","288,595"
46000,SD,South Dakota,"886,667","895,376"
46003,SD,Aurora County,"2,747","2,748"
46005,SD,Beadle County,"19,149","19,121"
46007,SD,Bennett County,"3,381","3,406"
46009,SD,Bon Homme County,"7,003","7,014"
46011,SD,Brookings County,"34,375","34,639"
46013,SD,Brown County,"38,301","38,101"
46015,SD,Brule County,"5,247","5,242"
46017,SD,Buffalo County,"1,948","1,923"
46019,SD,Butte County,"10,243","10,456"
46021,SD,Campbell County,"1,377","1,380"
46023,SD,Charles Mix County,"9,373","9,163"
46025,SD,Clark County,"3,837","3,855"
46027,SD,Clay County,"14,967","15,150"
46029,SD,Codington County,"28,325","28,427"
46031,SD,Corson County,"3,902","3,872"
46033,SD,Custer County,"8,318","8,609"
46035,SD,Davison County,"19,956","19,878"
46037,SD,Day County,"5,449","5,414"
46039,SD,Deuel County,"4,295","4,272"
46041,SD,Dewey County,"5,239","5,246"
46043,SD,Douglas County,"2,835","2,821"
46045,SD,Edmunds County,"3,986","4,033"
46047,SD,Fall River County,"6,973","7,202"
46049,SD,Faulk County,"2,125","2,137"
46051,SD,Grant County,"7,556","7,519"
46053,SD,Gregory County,"3,994","3,977"
46055,SD,Haakon County,"1,872","1,835"
46057,SD,Hamlin County,"6,164","6,255"
46059,SD,Hand County,"3,145","3,095"
46061,SD,Hanson County,"3,461","3,505"
46063,SD,Harding County,"1,311","1,327"
46065,SD,Hughes County,"17,765","17,694"
46067,SD,Hutchinson County,"7,427","7,411"
46069,SD,Hyde County,"1,262","1,236"
46071,SD,Jackson County,"2,806","2,878"
46073,SD,Jerauld County,"1,663","1,636"
46075,SD,Jones County,917,879
46077,SD,Kingsbury County,"5,187","5,192"
46079,SD,Lake County,"11,059","10,851"
46081,SD,Lawrence County,"25,768","26,165"
46083,SD,Lincoln County,"65,161","67,870"
46085,SD,Lyman County,"3,718","3,764"
46087,SD,McCook County,"5,682","5,695"
46089,SD,McPherson County,"2,411","2,420"
46091,SD,Marshall County,"4,306","4,304"
46093,SD,Meade County,"29,852","30,173"
46095,SD,Mellette County,"1,918","1,908"
46097,SD,Miner County,"2,298","2,314"
46099,SD,Minnehaha County,"197,214","199,685"
46101,SD,Moody County,"6,336","6,315"
46102,SD,Oglala Lakota County,"13,672","13,586"
46103,SD,Pennington County,"109,222","111,806"
46105,SD,Perkins County,"2,835","2,819"
46107,SD,Potter County,"2,472","2,475"
46109,SD,Roberts County,"10,280","10,163"
46111,SD,Sanborn County,"2,330","2,378"
46115,SD,Spink County,"6,361","6,269"
46117,SD,Stanley County,"2,980","3,032"
46119,SD,Sully County,"1,446","1,476"
46121,SD,Todd County,"9,319","9,286"
46123,SD,Tripp County,"5,624","5,569"
46125,SD,Turner County,"8,673","8,708"
46127,SD,Union County,"16,811","16,872"
46129,SD,Walworth County,"5,315","5,248"
46135,SD,Yankton County,"23,310","23,297"
46137,SD,Ziebach County,"2,413","2,380"
47000,TN,Tennessee,"6,910,840","6,975,218"
47001,TN,Anderson County,"77,123","77,576"
47003,TN,Bedford County,"50,237","51,119"
47005,TN,Benton County,"15,864","15,872"
47007,TN,Bledsoe County,"14,913","15,234"
47009,TN,Blount County,"135,280","137,605"
47011,TN,Bradley County,"108,620","110,162"
47013,TN,Campbell County,"39,272","39,578"
47015,TN,Cannon County,"14,506","14,553"
47017,TN,Carroll County,"28,440","28,432"
47019,TN,Carter County,"56,356","56,134"
47021,TN,Cheatham County,"41,072","41,523"
47023,TN,Chester County,"17,341","17,504"
47025,TN,Claiborne County,"32,043","32,267"
47027,TN,Clay County,"7,581","7,555"
47029,TN,Cocke County,"35,999","36,418"
47031,TN,Coffee County,"57,889","59,032"
47033,TN,Crockett County,"13,911","13,979"
47035,TN,Cumberland County,"61,145","62,451"
47037,TN,Davidson County,"715,884","703,953"
47039,TN,Decatur County,"11,435","11,391"
47041,TN,DeKalb County,"20,080","20,478"
47043,TN,Dickson County,"54,315","55,292"
47045,TN,Dyer County,"36,801","36,615"
47047,TN,Fayette County,"41,990","42,832"
47049,TN,Fentress County,"18,489","18,850"
47051,TN,Franklin County,"42,774","43,215"
47053,TN,Gibson County,"50,429","50,541"
47055,TN,Giles County,"30,346","30,542"
47057,TN,Grainger County,"23,527","23,763"
47059,TN,Greene County,"70,152","70,621"
47061,TN,Grundy County,"13,529","13,622"
47063,TN,Hamblen County,"64,499","64,468"
47065,TN,Hamilton County,"366,207","369,135"
